id,korean,romanization,english,partOfSpeech,topikLevel,category,labels,lessons,sources,primarySource,sourceGroup,sourceType
kv0308,아빠,a-bba,dad,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0309,한번,han-beon,once,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0310,가슴,ga-seum,chest,noun,1,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0311,맛,mas,flavor,noun,1,general-core,general-core,,test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-reading-3|topik-core,test-level-2-mock,topik-test,topik
kv0312,매우,mae-u,very,adverb,1,verbs-actions,verbs-actions,,test-level-1-2-practice|topik-core,test-level-1-2-practice,topik-test,topik
kv0313,오르다,o-reu-da,"to go up, climb, ascend",verb,1,time-calendar,time-calendar|travel-movement,,test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,test-level-2-mock,topik-test,topik
kv0314,꼭,ggok,for sure,adverb,1,verbs-actions,verbs-actions,,test-reading-skills-set|test-intermediate-reading-1|topik-core,test-reading-skills-set,topik-test,topik
kv0315,계획,gye-hoik,a plan or a project,noun,1,general-core,general-core,,topik2-level3-vocab|test-intermediate-advanced-2|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0316,얼마,eol-ma,"how many, how much",noun,1,descriptions-qualities,descriptions-qualities,,topik1-vocab|test-intermediate-1|test-level-1-2-practice|test-reading-skills-set|topik-core,topik1-vocab,topik-vocab,topik
kv0317,계속,gye-sok,continuously,adverb,1,verbs-actions,verbs-actions,,test-topik-ii-level-3-practice-2|topik-core,test-topik-ii-level-3-practice-2,topik-test,topik
kv0318,아내,a-nae,wife,noun,1,family-relationships,family-relationships,,topik-core,topik-core,topik-extra,topik
kv0319,놓다,noh-da,"to put, place",verb,1,daily-life-actions,daily-life-actions,,test-intermediate-1|test-intermediate-advanced-2|topik-core,test-intermediate-1,topik-test,topik
kv0320,도시,do-si,city,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0321,바꾸다,ba-ggu-da,"to change, exchange",verb,1,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0322,새,sae,new,determiner,1,questions-pronouns,questions-pronouns,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0323,하지만,ha-ji-man,but / however,conjunction,1,adverbs-connectors,adverbs-connectors,,test-level-2-mock|test-level-2-practice|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,test-level-2-mock,topik-test,topik
kv0324,문,mun,door,noun,1,home-household,home-household,bab20,bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab20,bab,workbook+topik
kv0325,그동안,geu-dong-an,during that time,noun,1,time-calendar,time-calendar|clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0326,갑자기,gap-ja-gi,suddenly,adverb,1,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0327,바람,ba-ram,wind,noun,1,weather-seasons,weather-seasons,,topik1-vocab|test-level-2-mock|test-level-2-practice|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,topik
kv0328,잘하다,jal-ha-da,to do well,verb,1,daily-life-actions,daily-life-actions,,test-level-2-mock|test-level-2-practice|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,test-level-2-mock,topik-test,topik
kv0329,힘들다,him-deul-da,"to be hard, difficult",adjective,1,descriptions-qualities,descriptions-qualities,,test-level-2-practice|test-intermediate-advanced-2|topik-core,test-level-2-practice,topik-test,topik
kv0330,못하다,mos-ha-da,to be impossible,verb,1,descriptions-qualities,descriptions-qualities,,test-level-2-practice|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,test-level-2-practice,topik-test,topik
kv0331,학년,hak-nyeon,a school year,noun,1,school-study,school-study|time-calendar|body-health,,topik-core,topik-core,topik-extra,topik
kv0332,이해하다,i-hae-ha-da,to understand,verb,1,verbs-actions,verbs-actions,,test-level-2-practice|topik-core,test-level-2-practice,topik-test,topik
kv0333,선생,seon-saeng,teacher,noun,1,people-occupations,people-occupations|school-study|food-drink,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0334,돌아가다,dol-a-ga-da,to return / go back,verb,1,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv0335,꿈,ggum,a Dream,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0336,회의,hoi-eui,"a meeting, a conference",noun,1,general-core,general-core,,topik2-level3-vocab|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0337,나무,na-mu,tree,noun,1,animals-nature,animals-nature,,topik-core,topik-core,topik-extra,topik
kv0338,걷다,geot-da,to walk,verb,1,travel-movement,travel-movement,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0339,이때,i-ddae,"at this time, moment",noun,1,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0340,물건,mul-geon,a thing,noun,1,general-core,general-core,,test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0341,발,bal,foot,noun,1,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0342,시작되다,si-jak-doi-da,"to begin, start",verb,1,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0343,말다,mal-da,to cease,verb,1,verbs-actions,verbs-actions,,test-intermediate-1|test-level-2-mock|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-1,topik-test,topik
kv0344,설명하다,seol-myeong-ha-da,to explain,verb,1,verbs-actions,verbs-actions,,topik2-level3-vocab|topik2-level5-vocab|test-intermediate-advanced-2|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0345,음악,eum-ak,music,noun,1,hobbies-sports,hobbies-sports,bab20,bab20|test-intermediate-reading-3|topik-core,bab20,bab,workbook+topik
kv0346,비,bi,rain,noun,1,weather-seasons,weather-seasons,,topik1-vocab|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,topik
kv0347,놀라다,nol-ra-da,to be surprised,verb,1,descriptions-qualities,descriptions-qualities,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0348,울다,ul-da,"to cry, weep",verb,1,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0349,지내다,ji-nae-da,"to pass, spend time",verb,1,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0350,결혼,gyeol-hon,marriage,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0351,예,ye,"yes, certainly, right",interjection,1,transport-directions,transport-directions,,test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0352,빠르다,bba-reu-da,"to be be fast, quick",adjective,1,descriptions-qualities,descriptions-qualities,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0353,아기,a-gi,"baby, infant",noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0354,아저씨,a-jeo-ssi,"sir, calling an unknown male",noun,1,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0355,옛날,yes-nal,"ancient times, antiquity",noun,1,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0356,이곳,i-gos,"this place, here",pronoun,1,questions-pronouns,questions-pronouns,,topik-core,topik-core,topik-extra,topik
kv0357,딸,ddal,daughter,noun,1,general-core,general-core,bab20,topik1-vocab|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0358,마지막,ma-ji-mak,last / final,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0359,저녁,jeo-nyeok,evening / dinner,noun,1,time-calendar,time-calendar,,topik1-vocab|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,topik
kv0360,건강,geon-gang,health,noun,1,body-health,body-health,,topik2-level3-vocab|topik2-level4-vocab|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik2-level3-vocab,topik-vocab,topik
kv0361,건물,geon-mul,building,noun,1,places-buildings,places-buildings,,topik-core,topik-core,topik-extra,topik
kv0362,외국,oi-guk,a foreign country,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0363,밑,mit,the bottom,noun,1,general-core,general-core,,test-topik-ii-level-3-practice-2|topik-core,test-topik-ii-level-3-practice-2,topik-test,topik
kv0364,어른,eo-reun,"a man, an adult; a superior or elder;  your father",noun,1,family-relationships,family-relationships,,topik-core,topik-core,topik-extra,topik
kv0365,팔다,pal-da,to sell,verb,1,shopping-money,shopping-money,,topik-core,topik-core,topik-extra,topik
kv0366,부모,bu-mo,parents,noun,1,family-relationships,family-relationships,bab20,bab20|topik-core,bab20,bab,workbook+topik
kv0367,올라가다,ol-ra-ga-da,"to go up, ascend",verb,1,time-calendar,time-calendar|travel-movement,,topik-core,topik-core,topik-extra,topik
kv0368,그날,geu-nal,that day or that same day,noun,1,time-calendar,time-calendar|clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0369,자주,ja-ju,frequently,adverb,1,verbs-actions,verbs-actions,,topik1-vocab|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,topik
kv0370,담배,dam-bae,tobacco,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0371,태어나다,tae-eo-na-da,"to be born, see the light of day",verb,1,time-calendar,time-calendar|descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0372,벌써,beol-sseo,already,adverb,1,communication-media,communication-media,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0373,환자,hoan-ja,a patient,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0374,대화,dae-hoa,conversation,noun,1,general-core,general-core,,test-reading-20|topik-core,test-reading-20,topik-test,topik
kv0375,걸다,geol-da,to hang up or suspend,verb,1,time-calendar,time-calendar,,test-intermediate-1|test-reading-20|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-1,topik-test,topik
kv0376,잠시,jam-si,for a little while,adverb,1,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0377,제일,je-il,"the first, the most important thing",noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0378,얘기하다,yae-gi-ha-da,to tell a story,verb,1,communication-media,communication-media,,topik-core,topik-core,topik-extra,topik
kv0379,다리,da-ri,leg,noun,1,general-core,general-core,bab20,bab20|test-level-2-practice|topik-core,bab20,bab,workbook+topik
kv0380,아무,a-mu,"anybody, everybody",determiner,1,questions-pronouns,questions-pronouns,,topik-core,topik-core,topik-extra,topik
kv0381,항상,hang-sang,always,adverb,1,verbs-actions,verbs-actions,,topik1-vocab|test-level-2-practice|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,topik
kv0382,잃다,ilh-da,"to lose, to miss, to be deprived",verb,1,descriptions-qualities,descriptions-qualities,,test-intermediate-reading-3|topik-core,test-intermediate-reading-3,topik-test,topik
kv0383,비슷하다,bi-seus-ha-da,to be to resemble,adjective,1,descriptions-qualities,descriptions-qualities,,test-topik-ii-level-3-practice-2|topik-core,test-topik-ii-level-3-practice-2,topik-test,topik
kv0384,달러,dal-reo,dollar,dependent noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0385,사랑하다,sa-rang-ha-da,to love,verb,1,feelings-emotions,feelings-emotions,,topik-core,topik-core,topik-extra,topik
kv0386,그러니까,geu-reo-ni-gga,and so it is that,adverb,1,clothing-appearance,clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0387,값,gaps,price / value,noun,1,food-drink,food-drink|shopping-money,,topik-core,topik-core,topik-extra,topik
kv0388,언제나,eon-je-na,"everytime, always",adverb,1,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0389,개월,gae-ueol,each and every month,dependent noun,1,time-calendar,time-calendar,,test-intermediate-1|topik-core,test-intermediate-1,topik-test,topik
kv0390,어린이,eo-rin-i,"a youngster, a child",noun,1,general-core,general-core,,test-intermediate-advanced-2|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0391,말씀,mal-sseum,speech,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0392,괜찮다,goaen-chanh-da,to be okay,adjective,1,descriptions-qualities,descriptions-qualities,,test-reading-skills-set|test-intermediate-reading-3|topik-core,test-reading-skills-set,topik-test,topik
kv0393,눈물,nun-mul,a tear,noun,1,food-drink,food-drink|body-health,,topik-core,topik-core,topik-extra,topik
kv0394,아니,a-ni,not,adverb,1,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0395,주인,ju-in,"the head of a family, the owner",noun,1,family-relationships,family-relationships|body-health,,topik-core,topik-core,topik-extra,topik
kv0396,반,ban,half,noun,1,general-core,general-core,bab20,bab20|test-topik-ii-level-3-practice-2|topik-core,bab20,bab,workbook+topik
kv0397,귀,gui,ear,noun,1,body-health,body-health,,topik-core,topik-core,topik-extra,topik
kv0398,미터,mi-teo,meter,dependent noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0399,어떠하다,eo-ddeo-ha-da,to be how,adjective,1,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0400,아파트,a-pa-teu,apartment,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0401,가끔,ga-ggeum,sometimes,adverb,1,time-calendar,time-calendar,,topik1-vocab|topik-core,topik1-vocab,topik-vocab,topik
kv0402,고맙다,go-map-da,to be grateful / thankful,adjective,1,descriptions-qualities,descriptions-qualities,,topik-core,topik-core,topik-extra,topik
kv0403,그곳,geu-gos,that place,pronoun,1,clothing-appearance,clothing-appearance,,topik-core,topik-core,topik-extra,topik
kv0404,내려오다,nae-ryeo-o-da,to come down,verb,1,travel-movement,travel-movement,,topik-core,topik-core,topik-extra,topik
kv0405,뉴스,nyu-seu,news,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0406,안다,an-da,to hug / hold,verb,1,verbs-actions,verbs-actions,,topik-core,topik-core,topik-extra,topik
kv0407,잊다,ij-da,to forget,verb,1,daily-life-actions,daily-life-actions,,topik-core,topik-core,topik-extra,topik
kv0408,늦다,neuj-da,to be late,adjective,1,time-calendar,time-calendar|descriptions-qualities,,test-intermediate-1|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,test-intermediate-1,topik-test,topik
kv0409,센티미터,sen-ti-mi-teo,centimeter,dependent noun,1,time-calendar,time-calendar,,topik-core,topik-core,topik-extra,topik
kv0410,설명,seol-myeong,an explanation,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0411,티브이,ti-beu-i,TV / television,noun,1,hobbies-sports,hobbies-sports,,topik-core,topik-core,topik-extra,topik
kv0412,어깨,eo-ggae,shoulder,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0413,부부,bu-bu,man and wife,noun,1,family-relationships,family-relationships,,topik-core,topik-core,topik-extra,topik
kv0414,오래,o-rae,"long, for a long time",adverb,1,time-calendar,time-calendar|descriptions-qualities,,test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,test-intermediate-advanced-2,topik-test,topik
kv0415,공,gong,ball,noun,1,general-core,general-core,,topik-core,topik-core,topik-extra,topik
kv0416,예쁘다,ye-bbeu-da,to be pretty,adjective,2,clothing-appearance,clothing-appearance|descriptions-qualities,bab12|bab20,topik1-vocab|bab12|bab20|test-intermediate-1|test-reading-20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0417,맛있다,mas-iss-da,to be delicious,adjective,2,food-drink,food-drink|descriptions-qualities,bab05|bab06|bab10|bab19,topik1-vocab|bab05|bab06|bab10|bab19|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0418,쓰레기,sseu-re-gi,garbage,noun,2,general-core,general-core,bab18,topik2-level4-vocab|bab18|topik-core,topik2-level4-vocab,topik-vocab,workbook+topik
kv0419,구월,gu-ueol,september,noun,2,general-core,general-core,bab08,bab08|topik-core,bab08,bab,workbook+topik
kv0420,맑다,malk-da,to be clear / sunny,adjective,2,body-health,body-health|weather-seasons|descriptions-qualities,bab05|bab06|bab10|bab19,topik1-vocab|bab05|bab06|bab10|bab19|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0421,유월,yu-ueol,june,noun,2,general-core,general-core,bab08,bab08|topik-core,bab08,bab,workbook+topik
kv0422,영어,yeong-eo,English language,noun,2,countries-languages,countries-languages|communication-media,bab03|bab04|bab11|bab18,bab03|bab04|bab11|bab18|topik-core,bab03,bab,workbook+topik
kv0423,삼월,sam-ueol,march,noun,2,general-core,general-core,bab08|bab09,bab08|bab09|topik-core,bab08,bab,workbook+topik
kv0424,그렇지만,geu-reoh-ji-man,but / however,conjunction,2,adverbs-connectors,adverbs-connectors,bab10|bab12,bab10|bab12|topik-core,bab10,bab,workbook+topik
kv0425,누나,nu-na,older sister (male speaker),noun,2,family-relationships,family-relationships|communication-media,bab11,topik1-vocab|bab11|topik-core,topik1-vocab,topik-vocab,workbook+topik
